Speaker	With	File	Text	Next line	When	Priority	Weight	Command Id	Target / Caster	Status	Items	Abilities	BattleId	Scenario Min	Scenario Max	Context Flags	Player Solo	Player Team	Enemy Solo	Enemy Team	Self	Enemy	Ally	Single	Multi	Hit	Miss	Dodge	Crit	Hp	Mp	Front Attack	Preemptive	Back Attack	Friendly Battle	Non Friendly Battle	Serious	Boss
Quina		Eat Fail 5	Why no you cook!		EatFail																																	
Quina		Eat Fail 6	You still not ready?		EatFail																																	
Quina		Eat Fail 7	Any time now...		EatFail																																	
Quina	$Vivi	Eat Fail 8	Need more heat... Vivi!		EatFail																																	
Quina		Eat Fail 9	How long I need wait!		EatFail																																	
Quina		Eat Success 1	Yummy!		EatSuccess																																	
Quina		Eat Success 2	HmmMMm, I eat again!		EatSuccess																																	
Quina		Eat Success 3	Cooked to perfection!		EatSuccess																																	
Quina		Eat Success 4	Hmmm not bad.		EatSuccess																																	
Quina		Eat Success 5	That good!		EatSuccess																																	
Quina		Eat Success 6	Not bad, had better.		EatSuccess																																	
Quina		Eat Success 7	On to next course!		EatSuccess																																	
Quina		Eat Success 8	Out of frying pan, into belly!		EatSuccess																																	
Quina		Eat Success 9	HmmMMm nom nom!		EatSuccess																																	
Quina		Eat Taste Bad 1	Blahhh.		EatBad																																	
Quina		Eat Taste Bad 2	Ehh, not enough salt..		EatBad																																	
Quina		Eat Taste Bad 3	Look yummy, taste yucky...		EatBad																																	
Quina		Eat Taste Bad 4	Nope, bad idea.. ehhh.		EatBad																																	
Quina		Eat Taste Bad 5	Eww... Time for a new recipe..		EatBad																																	
Quina		Eat Taste Bad 6	Where the lamb sauce!		EatBad																																	
Quina		Healed 1	Yay!		Healed																																	
Quina		Healed 2	Much better!		Healed																																	
Quina		Healed 3	Just what I needed!		Healed																																	
Quina		Healed 4	Thank you!		Healed																x																	
Quina		Healed 5	For me?		Healed			Item													x																	
Quina		Healed 6	You the best!		Healed																x																	
Quina		Healed 7	Aaaaah! That was great!		Healed			Item	Quina																x													
!Quina	!:78,!:79,!:331,!:676	Intro+Fish 1	Hmm? Seafood!		BattleStart		1000																											x				
!Quina	!:78,!:79,!:331,!:677	Intro+Fish 2	Why that fish fly?		BattleStart		1000																											x				
!Quina	!:137	Intro+Froggy 1	Froooggy!		BattleStart		1000																											x				
Quina	$Vivi	Intro+Vivi 1	Vivi, cook him! I getting hungry!		BattleStart		200																											x				x
Quina		Intro 1	Anybody hungry?		BattleStart																													x				x
Quina		Intro 2	Ohh, you look yummy!		BattleStart																													x				x
Quina		Intro 3	Why you want fight?		BattleStart																													x				x
Quina		Intro 4	Ohh look, delivery!		BattleStart																													x				x
Quina		Intro 5	Ohh, munchies!		BattleStart																													x				x
Quina		Intro 6	You not get in my way!		BattleStart																													x				x
Quina		Intro 7	If you no have food, I make YOU food!		BattleStart																													x				x
Quina		Intro 8	Woah! Tasties!		BattleStart																													x				x
Quina		Intro 9	Good timing, I getting hungry!		BattleStart																													x				x
Quina		Intro 10	Ohhh, you smell good!		BattleStart																													x				x
Quina		Intro 11	Now is time you show skill boys!		BattleStart																													x				x
Quina		Intro 12	Now is dinner time?		BattleStart																													x				x
Quina		Intro 13	We no play with food!		BattleStart																													x				x
Quina		Intro Back Attack 1	We no ready yet!		BattleStart																											x	x					x
Quina		Intro Back Attack 2	Uh-oh, not good!		BattleStart																											x	x					x
Quina		Kill 1	Next!		KillEffect																x		x															
Quina		Kill 2	Such a waste!		KillEffect																x		x															
Quina		Kill 3	Time out for you!		KillEffect																x		x															
Quina		Leaving Trance 1	Ugh... well.		TranceLeave																																	
Quina		Leaving Trance 2	That was fun.		TranceLeave																																	
Quina		Leaving Trance 3	Okay, I'm good now.		TranceLeave																																	
Quina		Leaving Trance 4	What was that?		TranceLeave																																	
Quina		Leaving Trance 5	Did I oopsies?		TranceLeave																																	
Quina		Low HP 1	Why...? Ughh.		Added					LowHP																												
Quina		Low HP 2	Must eat...		Added					LowHP																												
Quina		Low HP 3	I tired...		Added					LowHP																												
Quina		Low HP 4	Why food attack me?		Added					LowHP																x												
Quina		Low HP 5	I no food, you are!		Added					LowHP																x												
Quina		Low HP 6	I need eat more...		Added					LowHP																												
Quina		Miss 1	No fair!		MissEffect, DodgeEffect																		x															
Quina		Miss 2	How dare you!		DodgeEffect																		x															
Quina		Miss 3	Come here!		DodgeEffect																		x															
Quina		Miss 4	Excuse me!?		DodgeEffect																		x															
Quina		Miss 5	Dinner. Should. Not. Move!		MissEffect, DodgeEffect																		x															
Quina:Blind		Miss Blind 1	I will get you.		MissEffect, DodgeEffect	1															x		x															
Quina		Miss Blind 2			MissEffect, DodgeEffect																x		x															
Quina		Miss Blind 3			MissEffect, DodgeEffect																x		x															
Quina:Blind		Miss Blind 4	No fair!		MissEffect, DodgeEffect	1															x		x															
Quina:Blind		Miss Blind 5	Now you make me angry!		MissEffect, DodgeEffect	1															x		x															
Quina:Blind		Miss Blind 6	Where are you!		MissEffect, DodgeEffect	1															x		x															
Quina:Blind		Miss Blind 7	This no fair!		MissEffect, DodgeEffect	1															x		x															
Quina		Poisoned 1	I feel.. funny?		Added					Venom, Virus, Trouble, Zombie, Confuse, Berserk, Poison, Heat, Mini																												
Quina		Potion 1	Here you go!		CommandPerform			Item																														
Quina		Potion 2	Here, eat this!		CommandPerform			Item																														
Quina		Potion 3	You no look so good.		CommandPerform			Item																														
Quina		Potion 4	Need help?		CommandPerform			Item																														
Quina		Potion 5	You need doctor!		CommandPerform			Item																														
Quina		Potion Self 1	Aaah! Break time, need water.		CommandPerform			Item			Potion, HiPotion, Elixir, Ether											x	x															
Quina		Revived 1	Did I miss dinner?		Removed					Death																												
Quina		Revived 2	Ughh.. Five more minutes..		Removed					Death																												
Quina		Revived 3	Something happening?		Removed					Death																												
Quina		Revived 4	Is dinner time now?		Removed					Death																												
Quina		Revived 5	Ughh... Is dinner time now?		Removed					Death																												
Quina		Revived 6	What happened?		Removed					Death																												
Quina		Revived 7	Ughh... Dinner, when?		Removed					Death																												
Quina		Revived Life 1	Ughh... Morning!		Removed					Death		Life, FullLife																										
Quina		Reviving 1	No time for sleep!		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Quina		Reviving 2	You miss dinner!		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Quina		Reviving 3	Up you get.		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Quina		Reviving 4	Lazy bum!		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Quina		Reviving 5	No sleeping on job!		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Quina		Reviving 6	Get up!		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Quina		Sleeping 1	Aww... I ate too much .		Added					Sleep																												
Quina		Trance 1	Why you make me do this!		TranceEnter																																	
Quina		Trance 2	Fighting pointless!		TranceEnter																																	
Quina		Trance 3	Time to cook!		TranceEnter																																	
Quina		Trance 4	Now we eat you!		TranceEnter																																	
Quina		Trance 5	My turn, aha!		TranceEnter																																	
Quina		Trance 6	Now I angry!		TranceEnter																																	
Quina		Trance 7	You will be dinner!		TranceEnter																																	
Quina		Trance 8	Silly munchies!		TranceEnter																																	
Quina		Trance 9	That's it, stoves on!		TranceEnter																																	
Quina		Trance 10	No more nice Quina!		TranceEnter																																	
Quina		Trance 11			TranceEnter																																	
Quina		Victory 1	On to next course!		VictoryPose																																	
Quina		Victory 2	Hurray!		VictoryPose																																	
Quina		Victory 3	I hope there more, I no full yet.		VictoryPose																																	
Quina		Victory 4	We win, but I still hungry..		VictoryPose																																	
Quina		Victory 5	Job done!		VictoryPose																																	
Quina		Victory 6	Did I win?		VictoryPose																																	
Quina		Victory Solo Alive 1	Guys?		VictoryPoseSurvivor																																	
Quina		Victory Solo Alive 2	More for me then!		VictoryPoseSurvivor																																	
!Quina	$Vivi	Vivi Casts Fire 1	Cook'em Vivi!		CommandInput							Fire, Fira, Firaga									x		x															
!Quina	$Vivi	Vivi Casts Fire 2	Make'em well done!		CommandInput							Fire, Fira, Firaga									x		x															
!Quina	$Vivi	Vivi Kills With Blizard 1	Frozen food no good!		KillEffect							Blizzard, Blizzara, Blizzaga									x		x															
!Quina	$Vivi	Vivi Kills With Blizard 2	Ice cream à la... something.		KillEffect							Blizzard, Blizzara, Blizzaga									x		x															
!Quina	$Vivi	Vivi Kills With Blizard 3	HmMmm! Popsicle!		KillEffect							Blizzard, Blizzara, Blizzaga									x		x															
!Quina	$Vivi	Vivi Kills With Blizard 4	Flash frozen? Yuck!		KillEffect							Blizzard, Blizzara, Blizzaga									x		x															
!Quina	$Vivi	Vivi Kills With Fire 1	Crispy around the edges!		KillEffect							Fire, Fira, Firaga									x		x															
!Quina	$!4:427	Intro+Beatrix 1	We make you, idiot sandwich!		BattleStart	1000																																
Freya		Attack 1			HitEffect																								x									
Freya		Attack 2			HitEffect																								x									
Freya		Attack 3			HitEffect																								x									
Freya		Attack 4			HitEffect																								x									
Freya		Attack 5			HitEffect																								x									
Freya		Attack 6			HitEffect																								x									
Freya		Attack 7			HitEffect																								x									
Freya		Attack 8			HitEffect																								x									
Freya		Attack 9			HitEffect																								x									
Freya		Change 1	Moving.		ChangeFront, ChangeBack																																	
Freya		Change 2	Worth a try.		ChangeFront, ChangeBack																																	
Freya		Change Front 1	A better vantage.		ChangeFront																																	
Freya		Cherry Blossom 1	To hells with you!		CommandPerform							CherryBlossom																										
Freya		Cherry Blossom 2	I am done dawdling.		CommandPerform							CherryBlossom																										
Freya		Cherry Blossom 3	You will NOT underestimate me!		CommandPerform							CherryBlossom																										
Freya		Cherry Blossom 4	This is the end.		CommandPerform							CherryBlossom																										
Freya		Cherry Blossom 5	I dare you to keep standing.		CommandPerform							CherryBlossom																										
Freya		Crit 1	Behold!		HitEffect			Attack													x		x			x	x	x										
Freya		Crit 2	You won't escape!		HitEffect			Attack													x		x			x	x	x										
Freya		Crit 3	Found your weak point.		HitEffect			Attack													x		x			x	x	x										
Freya		Crit 4			HitEffect			Attack													x		x			x	x	x										
Freya		Crit 5			HitEffect			Attack													x		x			x	x	x										
Freya		Crit 6			HitEffect			Attack													x		x			x	x	x										
Freya		Crit 7			HitEffect			Attack													x		x			x	x	x										
Freya		Crit 8			HitEffect			Attack													x		x			x	x	x										
Freya		Crit 9			HitEffect			Attack													x		x			x	x	x										
Freya		Damage 1	I'll repay that tenfold!		Damaged																x		x		x	x	x	x										
Freya		Damage 2	Heh... Not bad...		Damaged																x		x		x	x	x	x										
Freya		Damage 3			Damaged																																	
Freya		Damage 4			Damaged																																	
Freya		Damage 5			Damaged																																	
Freya		Damage 6			Damaged																																	
Freya		Damage 7			Damaged																																	
Freya		Damage 8			Damaged																																	
Freya		Damage 9			Damaged																																	
Freya		Damage 10			Damaged																																	
Freya		Damage 11			Damaged																																	
Freya		Damage 12			Damaged																																	
Freya		Damage 13			Damaged																																	
Freya		Damage 14			Damaged																																	
Freya		Damage 15			Damaged																																	
Freya		Death 1	Sir Fratley...		Added					Death																												
Freya		Death 2	The fight... it must go on...		Added					Death																												
Freya		Death 3	We must... persevere...		Added					Death																												
Freya		Death 4	A Dragon Knight... admits... defeat...		Added					Death																												
Freya		Death 5	I leave it... to you all...		Added					Death																												
Freya		Death 6	O Burmecia... forgive me...		Added					Death																												
Freya		Death 7	Fratley... If only I...		Added					Death																												
Freya		Death 8	The darkness... lingers...		Added					Death																												
Freya		Death 9	A fitting end...		Added					Death																												
Freya:Blind		Death Blinded 1	I never saw my slayer.		Added		2000			Death																												
Freya		Defend 1	Fratley give me strength.		CommandPerform			Defend																														
Freya		Defend 2	Let's bide the time.		CommandPerform			Defend																														
Freya		Defend 3	Reflect on the plan!		CommandPerform			Defend																														
Freya		Defend 4	Let's hold ground.		CommandPerform			Defend																														
Freya		Defend 5	I assume there's a strategy here?		CommandPerform			Defend																														
Freya		Dodge 1	Hmph. Pathetic.		Dodged, Missed																				x													
Freya		Dodge 2	How drool...		Dodged, Missed																				x													
Freya		Dodge 3	Ha ha!		Dodged, Missed																				x													
Freya		Dragon Breath 1	Need to catch a breath?		CommandPerform							DragonBreath																										
Freya		Dragon Breath 2	They shall know a Dragon's rage!		CommandPerform							DragonBreath																										
Freya		Dragon Breath 3	It is over!		CommandPerform							DragonBreath																										
Freya		Dragon Breath 4	Raze the battlefield!		CommandPerform							DragonBreath																										
Freya		Dragon Crest 1	Thank you, Dragon spirits.		CommandPerform							DragonCrest																										
Freya		Dragon Crest 2	Heh, a normal spear will do.		CommandPerform							DragonCrest																										
Freya		Dragon Crest 3	And that's all you get.		CommandPerform							DragonCrest																										
Freya		Dragon Crest 4	You aren't worth more than that.		CommandPerform							DragonCrest																										
Freya		Dragon Crest 5	Alright. Let's finish the rest.		CommandPerform							DragonCrest																										
Freya		Dragon Crest 6	No more need for the dramatic.		CommandPerform							DragonCrest																										
Freya		Healed 1	Just in time.		Removed					LowHP																												
Freya		Healed Ally 1	You have my thanks.		Healed																x																	
Freya		Healed Ally 2	I am in your debt.		Healed																x																	
Freya		Healed Ally 3	I'll repay that.		Healed																x																	
Freya		Healed Ally 4	Most gracious of you.		Healed																x																	
Freya		Intro 1	Let's test our mettle here.		BattleStart												x																	x	x			x
Freya		Intro 2	Have they a deathwish?		BattleStart																												x		x			x
Freya		Intro 3	Let us route the rabble.		BattleStart												x																	x	x			x
Freya		Intro 4	We don't have time to waste.		BattleStart												x															x	x		x			x
Freya		Intro 5	It never ends...		BattleStart																												x	x	x			x
Freya		Intro 6	More things to whet my spear.		BattleStart																													x	x			x
Freya		Intro 7	An interesting challenge.		BattleStart																											x	x		x			x
Freya		Intro 8	Defeat is all you face here.		BattleStart																												x	x	x			x
Freya		Intro 9	I won't be defeated.		BattleStart																											x	x		x			x
Freya		Intro 10	Testing a Dragon Knight? Fascinating.		BattleStart																												x		x			x
Freya		Intro 11	Don't be careless!		BattleStart												x																		x			x
Freya		Intro 12	Time is of the essence, be quick.		BattleStart												x																	x	x			x
Freya		Intro 13	You wish to test us?		BattleStart												x															x	x		x			x
Freya		Intro 14	A perfect chance to test my skills.		BattleStart																													x	x			x
Freya		Intro 15	Stay focused.		BattleStart												x																x		x			x
Freya		Intro 16	Do not let up.		BattleStart												x															x	x		x			x
Freya		Intro 17	We shall win this.		BattleStart												x																x		x			x
Freya		Intro 18	Everyone, look sharp!		BattleStart												x																	x	x			x
Freya		Intro 19	You're wasting our time.		BattleStart												x															x	x		x			x
Freya		Intro 20	Failure is not an option.		BattleStart																														x			x
Freya		Intro 21	Be sure to pace yourself.		BattleStart												x																	x	x			x
Freya		Intro 22	I foresee no difficulty.		BattleStart																													x	x			x
Freya		Intro 23	So be it.		BattleStart																											x	x		x			x
Freya		Intro 24	Hesitation is defeat.		BattleStart																													x	x			x
Freya		Kill 1	And another one falls.		KillEffect																x		x															
Freya		Kill 2	Farewell.		KillEffect																x		x															
Freya		Kill 3	An easy strike.		KillEffect																x		x															
Freya		Kill 4	Goodnight.		KillEffect																x		x															
Freya		Kill 5	Rest now.		KillEffect																x		x															
Freya		Kill 6	Time to sleep.		KillEffect																x		x															
Freya		Kill 7	Foe eliminated.		KillEffect																x		x															
Freya		Kill 8	This one is mine!		KillEffect																x		x															
Freya		Lancer 1	This'll be quick!		CommandPerform							Lancer, Spear1, Spear2																										
Freya		Lancer 2	Here it comes!		CommandPerform							Lancer, Spear1, Spear2																										
Freya		Lancer 3	Have at thee!		CommandPerform							Lancer																										
Freya		Lancer 4	You're in for it!		CommandPerform							Lancer, Spear1, Spear2																										
Freya		Lancer 5	Do not test me!		CommandPerform							Lancer																										
Freya		Low HP 1	Must persevere...		Added					LowHP																												
Freya		Low HP 2	I was careless...		Added					LowHP																												
Freya		Low HP 3	I won't give up...!		Added					LowHP																												
Freya		Low HP 4	Might need some help...		Added					LowHP																												
Freya		Low HP 5	Not bad...		Added					LowHP																x												
Freya		Low HP 6	Surprising...		Added					LowHP																x												
Freya		Luna 1	This... is where we fight!		CommandPerform							Luna																										
Freya		Luna 2	Let us drop all pretenses!		CommandPerform							Luna																										
Freya		Luna 3	An exchange between warriors!		CommandPerform							Luna																										
Freya		Luna 4	Let the fight determine the outcome!		CommandPerform							Luna																										
Freya		Luna 5	Til only one is left standing!		CommandPerform							Luna																										
Freya		Miss 1	You're more nimble than I had anticipated.		DodgeEffect																																	
Freya		Miss 2	Oh! not bad!		MissEffect																																	
Freya		Miss 3	My form's slipping...		MissEffect																																	
Freya		Miss 4	Luck is a fact of life.		DodgeEffect, MissEffect																																	
Freya		Miss 5	A temporary setback.		DodgeEffect, MissEffect																																	
Freya:Blind		Miss Blind 1	Use your other senses, Freya!		MissEffect, DodgeEffect	1																																
Freya:Blind		Miss Blind 2	Do not allow this to handicap you!		MissEffect, DodgeEffect	1																																
Freya:Blind		Miss Blind 3	You've trained for worse than this!		MissEffect, DodgeEffect	1																																
Freya:Blind		Miss Blind 4	I cannot stand this affliction...		MissEffect, DodgeEffect	1																																
Freya		Potion 1	Here.		CommandPerform			Item													x																	
Freya		Potion 2	Quickly now.		CommandPerform			Item																														
Freya		Potion Ally 1	Don't waste a drop.		CommandPerform			Item			Potion, HiPotion, Elixir, Annoyntment, Antidote, Soft, EyeDrops, EchoScreen, Vaccine, MagicTag, Remedy, Ether										x																	
Freya		Potion Ally 2	Looks like you could use this.		CommandPerform			Item													x																	
Freya		Potion Self 1	I won't waste another.		CommandPerform			Item															x															
Freya		Potion Self 2	Let's try that again.		CommandPerform			Item															x															
Freya		Reis Wind 1	Reis, I beseech you!		CommandPerform							ReisWind																										
Freya		Reis Wind 2	For a battle of attrition!		CommandPerform							ReisWind																										
Freya		Reis Wind 3	May the winds of Reis guide us.		CommandPerform							ReisWind																										
Freya		Reis WInd 4	Reis... lend us your strength.		CommandPerform							ReisWind																										
Freya		Reis Wind 5	We shall prevail!		CommandPerform							ReisWind																										
Freya		Revived 1	You have my gratitude...		Removed					Death																												
Freya		Revived 2	Right right... to the fight.		Removed					Death																												
Freya		Revived 3	It's not over, I see.		Removed					Death																												
Freya		Revived 4	Only a short respite.		Removed					Death																												
Freya		Reviving 1	On your feet.		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Freya		Reviving 2	We need you attentive.		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Freya		Reviving 3	No more lazing about.		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Freya		Reviving 4	Quickly, up you go.		CommandPerform			Item			PhoenixDown, PhoenixPinion																											
Freya		Six Dragons 1	We cannot do this alone!		CommandPerform							SixDragons																										
Freya		Six Dragons 2	We must do what we can!		CommandPerform							SixDragons																										
Freya		Six Dragons 3	Victory... whatever it takes!		CommandPerform							SixDragons																										
Freya		Six Dragons 4	Only together are we formidable!		CommandPerform							SixDragons																										
Freya		Six Dragons 5	This fight comes down to all of us!		CommandPerform							SixDragons																										
Freya		Six Dragons 6	Together we stand!		CommandPerform							SixDragons																										
Freya		Trance 1	Now let's see if you can take what you dish out!		TranceEnter																																	
Freya		Trance 2	Witness my Dragon's pride!		TranceEnter																																	
Freya		Trance 3	I shall hold back no more!		TranceEnter																																	
Freya		Trance 4	Let us fight with all we've got!		TranceEnter																																	
Freya		Trance 5	I refuse to submit!		TranceEnter																																	
Freya		Victory 1	An outcome I expected.		VictoryPose																																	
Freya		Victory 2	Just one victory of many.		VictoryPose																																	
Freya		Victory 3	A good team? spells a good outcome.		VictoryPose												x																					
Freya		Victory 4	Nice. But my form could still use some work.		VictoryPose																																	
Freya		Victory 5	We could've done it quicker. Always room for growth.		VictoryPose												x																					
Freya		Victory 6	They underestimated us at their own peril.		VictoryPose												x																					
Freya		Victory 7	Yes, yes, that's a win worth celebrating.		VictoryPose												x																					
Freya		Victory 8	Don't tell me you expected different?		VictoryPose												x																					
Freya		Victory 9	I admit: it was fun fight.		VictoryPose																																	
Freya		Victory 10	Yep. Definitely a 3.		VictoryPose																																	
Freya		Victory 11	Your decision making was questionable.		VictoryPose																																	
Freya		Victory 12	An experience worth remembering.		VictoryPose																																	
Freya		Victory 13	We make quite the team.		VictoryPose												x																					
Freya		Victory 14	A Dragon Knight, never loses.		VictoryPose																																	
Freya		Victory 15	That's how it's done.		VictoryPose																																	
Freya		Victory 16	Excellent.		VictoryPose																																	
Freya		White Draw 1	Do NOT let your spirits drop!		CommandPerform							WhiteDraw																										
Freya		White Draw 2	Allow the winds to carry you.		CommandPerform							WhiteDraw																										
Freya		White Draw 3	The fight is far from over!		CommandPerform							WhiteDraw																										
Freya		White Draw 4	Time to go all out!		CommandPerform							WhiteDraw																										
Freya		White Draw 5	Here we strike back hard!		CommandPerform							WhiteDraw																										
Freya		Special Intro 1	Probably the second one..		BattleStart												x	x																				
Freya		Special Intro 2	That they will.		BattleStart												x	x																				
Freya		Special Intro 3	Focus on the fight!		BattleStart												x	x																				
Freya		Special Intro BM 1	Vivi, what's happening?		BattleStart												x	x																				
Freya		Special Intro BM 2	I will avenge my brethren!		BattleStart												x	x																				
Freya		Special Intro BM 3	If you are allies of Vivi, then answer us!		BattleStart												x	x																				
Freya		Special Intro BM 4	Are you behind the attack? Answer me!		BattleStart												x	x																				
Freya		Special Intro BM 5	Who are you working for!?		BattleStart												x	x																				
Freya		Special Intro BM 6	Speak! And I'll consider letting you live.		BattleStart												x	x																				
Eiko		Attack 1			HitEffect			Attack																					x									
Eiko		Attack 2			HitEffect			Attack																					x									
Eiko		Attack Ally 1	Sorry!		HitEffect			Attack													x	x			x													
Eiko		Attack Ally 2	Oh no!		HitEffect			Attack														x			x													
Eiko		Attack Ally 3	Sorry!		HitEffect			Attack													x	x			x													
Eiko:Berserk		Attack Berserk 1	Ah! I can't..		CommandPerform			Attack																														
Eiko:Berserk		Attack Berserk 2			CommandPerform			Attack																														
$!:	!Eiko:Blind	Eiko/Attack Blind 1	What'd I hit?		Damaged			Attack	Eiko																													
$!:	!Eiko:Blind	Eiko/Attack Blind 2	Oops, I think I hit something bad.		Damaged			Attack	Eiko																													
$!:	!Eiko:Blind	Eiko/Attack Blind 3	I hit the right thing, right?		Damaged			Attack	Eiko																													
$!:	!Eiko:Blind	Eiko/Attack Blind 4	Ohh, sorry?		Damaged			Attack	Eiko																													
$!:	!Eiko:Blind	Eiko/Attack Blind 5	Did I get 'em?		Damaged			Attack	Eiko																													
$!:	!Eiko:Blind	Eiko/Attack Blind 6	I.. I got 'em!		Damaged			Attack	Eiko																													
Eiko:Blind		Eiko/Attack Blind 7	Don't worry, I got this!		CommandPerform		10	Attack																														
$!:	!Eiko:Blind	Eiko/Attack Blind 8	Did I hit the wrong thing?		Damaged			Attack	Eiko																													
Eiko:Blind		Eiko/Attack Blind 9	I think you're there!		CommandPerform		10	Attack																														
Eiko		Berserked 1			Added					Berserk																												
Eiko		Berserked 2			Added					Berserk																												
Eiko		Berserked 3			Added					Berserk																												
Eiko		Berserked 4	Can't control.		Added					Berserk																												
Eiko		Berserked 5	My right arm twitches.		Added					Berserk																												
Eiko		Berserked 6			Added					Berserk																												
Eiko		Blinded 1	I can't see!		Added					Blind																												
Eiko		Blinded 2	Who turned the lights off!!		Added					Blind																												
Eiko		Blinded 3	It's so dark!		Added					Blind																												
Eiko		Blinded 4			Added					Blind																												
Eiko		Blinded 5	Who turned out the lights?		Added					Blind																												
Eiko		Blinded 6	Who turned off all the lights?		Added					Blind																												
Eiko		Blinded 7	Who turned off all the lights?		Added					Blind																												
Eiko		Blinded 8	it's dark!		Added					Blind																												
Eiko		Blinded 9	Did the sun get covered?		Added					Blind																												
Eiko		Blinded 10	I can't see!		Added					Blind																												
Eiko		Blinded 11	How am I supposed to see?		Added					Blind																												
Eiko		Blinded 12	I hate blind!		Added					Blind																												
Eiko		Blinded 13	It's dark!		Added					Blind																												
Eiko		Blinded 14	It's dark!		Added					Blind																												
Eiko		Blinded 15	I thought it was daytime!		Added					Blind																												
Eiko		Blinded 16	Whered the sun go?		Added					Blind																												
Eiko		Blinded 17	I can't see!		Added					Blind																												
Eiko		Change Back 1	And to the back.		ChangeBack																																	
Eiko		Change Back 2	I'm going to the back now.		ChangeBack																																	
Eiko		Change Back 3	I'm gonna go to the back.		ChangeBack																																	
Eiko		Change Back 4	I'll be right behind you!		ChangeBack																																	
Eiko		Change Back 5	And to the back I go! bye!		ChangeBack																																	
Eiko		Change Front 1	It's my turn now!		ChangeFront																																	
Eiko		Change Front 2	Coming to the front.		ChangeFront																																	
Eiko		Change Front 3	Alright, front and center!		ChangeFront																																	
Eiko		Change Front 4	Here I come!		ChangeFront																																	
Eiko		Change Front 5	Alright, here I go!		ChangeFront																																	
Eiko		Change Front 6	Now Im at the front.		ChangeFront																																	
Eiko		Change Front 7	I'll lead.		ChangeFront																																	
Eiko		Change Front 8	Now I'm the leader.		ChangeFront																																	
Eiko		Crit 1	This is it.		HitEffect																x		x			x	x	x										
Eiko		Crit 2	You can't miss.		HitEffect																x		x			x	x	x										
Eiko		Crit 3			HitEffect																x		x			x	x	x										
Eiko		Crit 4	Can't escape.		HitEffect																x		x			x	x	x										
Eiko		Crit 5	Here I come!		HitEffect																x		x			x	x	x										
Eiko		Crit 6	Gotcha.		HitEffect																x		x			x	x	x										
Eiko		Crit 7	Now face me!		HitEffect																x		x			x	x	x										
Eiko		Crit 8			HitEffect																x		x			x	x	x										
Eiko		Crit 9	Gotcha.		HitEffect																x		x			x	x	x										
Eiko		Crit 10	This is gonna hurt.		HitEffect		0														x		x			x	x	x										
Eiko		Crit 11	Face my fury.		HitEffect																x		x			x	x	x										
Eiko		Crit 12	Don't fall for me.		HitEffect																x		x			x	x	x										
Eiko		Crit 13	Now die.		HitEffect																x		x			x	x	x										
Eiko		Curaga 1	Curaga!		CommandPerform							Curaga																										
Eiko		Cure 1	Cure!		CommandPerform							Cure																										
Eiko		Cure Amarant 1	Not so tough now are ya?		CommandPerform			WhiteMagicEiko, Item	Amarant			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Amarant 2	Not so tough now are ya?		CommandPerform			WhiteMagicEiko, Item	Amarant			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Dagger 1	I've got you Dagger.		CommandPerform			WhiteMagicEiko, Item	Garnet			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Dagger 2	I've got you Princess.		CommandPerform			WhiteMagicEiko, Item	Garnet			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Dagger 3	I've got you Garnet.		CommandPerform			WhiteMagicEiko, Item	Garnet			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Dagger 4	Don't worry about it Dagger.		CommandPerform			WhiteMagicEiko, Item	Garnet			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Dagger 5	Feel better.		CommandPerform			WhiteMagicEiko, Item	Garnet			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Dagger 6	Take notes.		CommandPerform				Garnet			Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Freya 1	Feel better.		CommandPerform			WhiteMagicEiko, Item	Freya			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Freya 2	Are you feeling better now?		CommandPerform			WhiteMagicEiko, Item	Freya			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Freya 3	You okay there?		CommandPerform			WhiteMagicEiko, Item	Freya			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
Eiko		Cure Freya 4	Don't worry, I got you.		CommandPerform			WhiteMagicEiko, Item	Freya			Void, Cure, Cura, Curaga, Panacea, Stona, Esuna									x				x													
